strain	species	species_match	contig_count	N50	largest_contig	total_size	ambiguous_bases	QC_warnings	ST	virulence_score	resistance_score	num_resistance_classes	num_resistance_genes	Yersiniabactin	YbST	Colibactin	CbST	Aerobactin	AbST	Salmochelin	SmST	RmpADC	RmST	rmpA2	wzi	K_locus	K_type	K_locus_problems	K_locus_confidence	K_locus_identity	K_locus_missing_genes	O_locus	O_type	O_locus_problems	O_locus_confidence	O_locus_identity	O_locus_missing_genes	AGly_acquired	Col_acquired	Fcyn_acquired	Flq_acquired	Gly_acquired	MLS_acquired	Phe_acquired	Rif_acquired	Sul_acquired	Tet_acquired	Tgc_acquired	Tmt_acquired	Bla_acquired	Bla_inhR_acquired	Bla_ESBL_acquired	Bla_ESBL_inhR_acquired	Bla_Carb_acquired	Bla_chr	SHV_mutations	Omp_mutations	Col_mutations	Flq_mutations	truncated_resistance_hits	spurious_resistance_hits	Chr_ST	gapA	infB	mdh	pgi	phoE	rpoB	tonB	ybtS	ybtX	ybtQ	ybtP	ybtA	irp2	irp1	ybtU	ybtT	ybtE	fyuA	clbA	clbB	clbC	clbD	clbE	clbF	clbG	clbH	clbI	clbL	clbM	clbN	clbO	clbP	clbQ	iucA	iucB	iucC	iucD	iutA	iroB	iroC	iroD	iroN	rmpA	rmpD	rmpC	spurious_virulence_hits
ERR1216990	Klebsiella quasipneumoniae subsp. similipneumoniae	strong	75	705824	2354869	5330524	no	-	ST1473	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	unknown (KL68)	unknown (K68)	?-+*	None	78.50%	KL68_02_cpsACP,KL68_09_wclV,KL68_10_wckX,KL68_11_wckW,KL68_16_wcuC	O4	O4	none	Very high	99.67%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	OKP-B-7*	-	-	-	-	-	-	ST1473	18	22	131	61	25	38	231	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1216991	Klebsiella pneumoniae	strong	60	374874	722086	5223277	no	-	ST1333	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi5	KL5	K5	none	Very high	99.84%		O1/O2v1	O1ab	none	Very high	98.11%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	fosA7*?-0%	ST1333	2	1	1	26	12	5	54	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1216992	Klebsiella pneumoniae	strong	79	779329	1158215	5176078	no	-	ST3641	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	KL39	K39	none	Very high	99.21%		O3/O3a	O3/O3a	*	Very high	95.56%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST3641	21	1	33	1	12	4	8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1216993	Klebsiella pneumoniae	strong	141	201846	580501	5482263	no	-	ST14	1	1	4	4	ybt 9; ICEKp3	174-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	none	Very high	99.75%		O1/O2v1	O1ab	none	Very high	99.99%		-	-	-	qnrB1.v2^	-	-	-	-	-	tet(D)	-	dfrA14.v2*	-	-	CTX-M-15	-	-	SHV-28^	-	OmpK35-17%;OmpK36-28%	-	GyrA-83Y	-	-	ST14	1	6	1	1	1	1	1	5	11	6	5	1	321	15	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1216996	Klebsiella pneumoniae	strong	128	498392	1565151	5307086	no	-	ST301	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi331	KL7	K7	none	Very high	99.19%		O1/O2v1	O2a	none	Very high	98.57%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-27	156D	-	-	-	-	TEM-122*?-63%	ST301	4	1	2	2	1	10	43	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1216997	Klebsiella pneumoniae	strong	158	220175	804727	5685092	no	-	ST258	1	2	8	9	ybt 13; ICEKp2	299	-	0	-	0	-	0	-	0	-	wzi29	KL106	unknown (KL106)	?	Good	99.98%		O1/O2v2	O2afg	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	SHV-11	35Q	OmpK35-25%	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%	-	ST258	3	3	1	1	1	1	79	6	4	20	14	1	126	131	2	4	52	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1216998	Klebsiella variicola subsp. variicola	strong	127	387831	1261885	5753789	no	-	ST1456	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi227	KL60	K60	none	Very high	99.43%		O5	O5	none	Very high	99.54%		-	-	fosA7*	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-55*	-	-	-	-	-	-	ST1456	16	18	42	27	55	22	241	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1216999	Klebsiella pneumoniae	strong	122	266687	429002	5518071	no	-	ST3642	0	1	10	16	-	0	-	0	-	0	-	0	-	0	-	wzi150	KL46	K46	none	Very high	99.12%		O3b	O3b	none	Very high	99.30%		aac(3)-IId^;aac(6')-Ib-cr.v2;aadA16*;aph3-Ia.v1;strA.v1^;strB.v1	-	-	qnrS1	-	mphA	floR.v1	arr-3	sul1;sul2*	tet(A).v2	-	dfrA27	TEM-1D.v1^	-	CTX-M-3	-	-	SHV-11^	35Q	-	-	-	qnrB20*-10%	-	ST3642	2	3	1	1	10	1	23	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217000	Klebsiella pneumoniae	strong	96	348978	784849	5456555	no	-	ST25	1	0	5	7	ybt 6; ICEKp5	63	-	0	-	0	-	0	-	0	-	wzi72	KL2	K2	none	Very high	98.41%		O1/O2v2	O1ab	none	Very high	99.20%		aph3-Ia.v1*?;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	tet(D)	-	dfrA14.v2*	TEM-1D.v1^	-	-	-	-	SHV-11^	35Q	-	-	-	sul1?-0%	-	ST25	2	1	1	1	10	4	13	22	22	6	24	16	53	51	9	17	5	30	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217001	Klebsiella pneumoniae	strong	132	175491	407904	5564880	no	-	ST25	1	0	2	2	ybt 14; ICEKp5	376	-	0	-	0	-	0	-	0	-	wzi72	KL2	K2	none	Very high	98.41%		O1/O2v2	O1ab	none	Very high	99.20%		aadA^	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	-	SHV-1^	-	OmpK36-0%	-	-	-	-	ST25	2	1	1	1	10	4	13	4	4	5	4	1	8	8	2	4	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217002	Klebsiella variicola subsp. variicola	strong	79	644606	1313977	5507619	no	-	ST2462	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi454	KL114	unknown (KL114)	?-	Good	97.42%	KL114_17_manC	O3/O3a	O3/O3a	?-	Good	99.33%	O3/O3a_01_manC	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-16	-	-	-	-	-	-	ST2462	16	18	43	49	47	30	71	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217003	Klebsiella pneumoniae	strong	67	427537	1257191	5492693	no	-	ST17	1	0	6	9	ybt 15; ICEKp11	230-1LV	-	0	-	0	-	0	-	0	-	wzi141	KL25	K25	-	High	99.16%	KL25_09_wfeD	O5	O5	*	High	94.20%		strA.v1*;strB.v1*	-	-	qnrB4	-	mphA	-	-	sul1;sul2	-	-	dfrA14.v2*	DHA-1^;TEM-1D.v1^	-	-	-	-	SHV-11^	35Q	OmpK36-73%	-	-	-	-	ST17	2	1	1	1	4	4	4	6	15	22	4	1	37	34	14	1	4	179	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217004	Klebsiella variicola subsp. variicola	strong	797	171290	395898	6359819	no	-	ST3084	0	0	5	5	-	0	-	0	-	0	-	0	-	0	-	wzi188	KL125	unknown (KL125)	none	Very high	99.99%		O5	O5	none	Very high	99.51%		-	-	-	qnrS1	-	-	-	-	sul1	tet(A).v1	-	dfrA1.v1	LAP-2	-	-	-	-	LEN-58*	-	-	-	-	-	SHV-106?-0%;aac(6')-Ib-Suzhou?-0%	ST3084	16	24	21	27	317	22	178	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217005	Klebsiella pneumoniae	strong	109	328931	824530	5646955	no	-	ST11	0	0	6	9	-	0	-	0	-	0	-	0	-	0	-	wzi24	KL24	K24	?	Good	99.99%		O1/O2v1	O2a	none	Very high	98.51%		aac(3)-IId^;aac(6')-Ib'.v1;aac(6')-Ib3^;rmtC	-	-	qnrB9.2^	-	mphA	-	-	sul1^	tet(A).v1	-	-	CMY-6	-	-	-	-	SHV-11	35Q	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	DHA-1?-70%	ST11	3	3	1	1	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217006	Klebsiella variicola subsp. variicola	strong	65	382473	636632	5475159	no	-	ST2994	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi389	KL64	K64	*	High	93.32%		OL103	unknown (OL103)	none	Very high	96.53%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-10*	-	-	-	-	-	-	ST2994	16	18	21	27	47	22	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217013	Klebsiella pneumoniae	strong	123	268190	929515	5639449	no	-	ST11	0	2	8	16	-	0	-	0	-	0	-	0	-	0	-	wzi385	KL111	unknown (KL111)	none	Very high	99.61%		O3b	O3b	none	Very high	98.75%		aac(3)-IV;aadA16*;aadA2;aadA^;aph(4)-Ia;strA.v1;strB.v1	-	-	qnrS1	-	-	catII.2*;cmlA1*	arr-3	sul1;sul3	-	-	dfrA27	-	-	CTX-M-15	-	OXA-48	SHV-11	35Q	OmpK35-37%	-	GyrA-83I;ParC-80I	-	TEM-105?-0%	ST11	3	3	1	1	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217015	Klebsiella pneumoniae	strong	110	283956	1198518	5634288	no	-	ST11	0	2	8	16	-	0	-	0	-	0	-	0	-	0	-	wzi385	KL111	unknown (KL111)	none	Very high	99.61%		O3b	O3b	none	Very high	98.75%		aac(3)-IV;aadA16*;aadA2;aadA^;aph(4)-Ia;strA.v1;strB.v1	-	-	qnrS1	-	-	catII.2*;cmlA1*	arr-3	sul1;sul3	-	-	dfrA27	-	-	CTX-M-15	-	OXA-48	SHV-11	35Q	OmpK35-37%	-	GyrA-83I;ParC-80I	-	TEM-105?-0%	ST11	3	3	1	1	1	1	4	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217019	Klebsiella pneumoniae	strong	79	430898	1410785	5499705	no	-	ST36	0	2	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi27	KL27	K27	none	Perfect	100.00%		O1/O2v2	O2afg	none	Very high	98.44%		aac(3)-IId^;aac(6')-Ib'.v1	-	-	qnrS1	-	-	-	-	sul1	tet(A).v1	-	dfrA1.v1	LAP-2	-	CTX-M-14	-	KPC-2	SHV-11^	35Q	-	-	-	-	-	ST36	2	1	2	1	7	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217020	Klebsiella variicola subsp. variicola	strong	241	313711	624525	5897552	no	-	ST1848	3	2	3	4	-	0	-	0	iuc 5	61	-	0	-	0	-	-	KL183	unknown (KL183)	?-	Good	99.99%	KL183_07_wbaP	OL103	unknown (OL103)	?-	Good	98.56%	OL103_06_wbbL	aac(6')-Ib-cr.v2;aadA1.v1^	-	-	-	-	-	-	-	sul1	-	-	-	-	-	-	-	KPC-2	LEN-17^	-	-	-	-	-	-	ST1848	16	24	162	38	47	57	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	45	24	33	35	61	-	-	-	-	-	-	-	-
ERR1217021	Klebsiella pneumoniae	strong	163	214685	804084	5607744	no	-	ST258	0	2	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi29	KL106	unknown (KL106)	?-	Good	99.41%	KL106_01_galF	O1/O2v2	O2afg	none	Very high	98.48%		aac(6')-Ib'.v1;aadA2^;aph3-Ia.v1^	-	-	-	-	mphA	catA1^	-	sul1	-	-	dfrA12	TEM-1D.v1^	-	-	-	KPC-2	-	-	OmpK35-25%	-	GyrA-83I;ParC-80I	OXA-9.v1*-42%;SHV-11?-81%	-	ST258	3	3	1	1	1	1	79	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217022	Klebsiella pneumoniae	strong	145	437828	770770	5619540	no	-	ST530	1	2	7	8	ybt 13; ICEKp2	303-1LV	-	0	-	0	-	0	-	0	-	wzi115	KL54	K54	none	Very high	99.94%		O1/O2v2	O1ab	none	Very high	99.16%		strA.v1^;strB.v1	-	-	-	-	mphA	-	-	sul2*	-	-	dfrA14.v2*	TEM-1D.v1^	-	CTX-M-15	-	OXA-48	SHV-1^	-	-	-	-	-	-	ST530	2	39	2	1	1	4	24	6	4	20	61	1	253	299	2	76	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217023	Klebsiella pneumoniae	strong	71	372327	1411151	5498913	no	-	ST36	0	2	8	9	-	0	-	0	-	0	-	0	-	0	-	wzi27	KL27	K27	none	Perfect	100.00%		O1/O2v2	O2afg	none	Very high	98.44%		aac(3)-IId^;aac(6')-Ib'.v1	-	-	qnrS1	-	-	-	-	sul1	tet(A).v1	-	dfrA1.v1	LAP-2	-	CTX-M-14	-	KPC-2	SHV-11^	35Q	-	-	-	-	-	ST36	2	1	2	1	7	1	7	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217025	Klebsiella pneumoniae	strong	192	291583	881638	5851892	no	-	ST1307	4	2	6	11	ybt 14; ICEKp5	140-2LV	-	0	iuc 1	63	-	0	rmp 1; KpVP-1	147	rmpA2_6-60%	wzi202	KL127	unknown (KL127)	?	Good	99.91%		OL13	O13	?*	Good	92.15%		aac(3)-IIa.v1;aph3-Ia.v1^;armA	-	-	-	-	mphA?;mphE.v2;msrE	-	-	sul1;sul2	-	-	dfrA5	-	-	CTX-M-14^	-	OXA-48	SHV-11^	35Q	-	-	-	-	TEM-117*?-0%	ST1307	2	1	2	1	12	1	38	4	4	31	4	1	67	369	89	4	4	36	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	15	1	1	1	-	-	-	-	27	2	2	-
ERR1217026	Klebsiella pneumoniae	strong	102	349249	880503	5260276	no	-	ST37	1	0	0	0	ybt 15; ICEKp11	378	-	0	-	0	-	0	-	0	-	wzi96	KL38	K38	none	Very high	99.65%		O3b	O3b	none	Very high	99.30%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST37	2	9	2	1	13	1	16	6	15	22	4	1	37	44	14	1	4	17	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217027	Klebsiella pneumoniae	strong	160	155947	362271	5266098	no	-	ST1486	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi281	KL38	K38	none	Very high	99.68%		O3b	O3b	none	Very high	99.14%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST1486	2	1	2	1	7	1	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217028	Klebsiella pneumoniae	strong	92	346333	644188	5514033	no	-	ST3643	1	0	0	0	ybt 17; ICEKp10	239-4LV	-	0	-	0	-	0	-	0	-	wzi64	KL64	K64	none	Very high	99.92%		O1/O2v1	O1ab	none	Very high	98.29%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	fosA7*?-0%	ST3643	2	1	1	26	12	199	54	6	15	132	135	11	324	370	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217029	Klebsiella pneumoniae	strong	96	379099	999607	5457697	no	-	ST542	1	0	0	0	ybt 28; ICEKp6	222	-	0	-	0	iro 4 (truncated)	33-2LV	-	0	-	wzi8	KL8	K8	none	Very high	99.82%		O1/O2v1	O1ab	none	Very high	98.05%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST542	2	1	37	2	102	1	19	54	114	110	123	1	284	300	33	77	114	145	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	25	33*-4%	12	15	-	-	-	-
ERR1217030	Klebsiella pneumoniae	strong	62	373365	1235182	5514425	no	-	ST831	1	0	5	7	ybt 9; ICEKp3	179-3LV	-	0	-	0	-	0	-	0	-	wzi18	KL18	K18	none	Very high	99.53%		O1/O2v1	O1ab	none	Very high	97.71%		aac(3)-IId^	-	-	-	-	-	-	-	sul1;sul2	tet(D)	-	dfrA5	TEM-1D.v1^;TEM-1D.v1^	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST831	2	1	1	1	10	1	18	5	11	6	136	1	16	37	9	5	113	180	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217031	Klebsiella pneumoniae	strong	108	319251	996529	5267822	no	-	ST37	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi14	KL14	K14	?-	Good	99.97%	KL14_19_manC,KL14_20_manB	O3b	O3b	?-	Good	99.31%	O3b_01_manC,O3b_02_manB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST37	2	9	2	1	13	1	16	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217033	Klebsiella pneumoniae	strong	113	260603	450243	5507251	no	-	ST15	1	1	5	7	ybt 10; ICEKp4	28	-	0	-	0	-	0	-	0	-	wzi24	KL24	K24	-	High	99.99%	KL24_13_wcuG	O1/O2v1	O1ab	none	Very high	98.52%		aac(3)-IId^;aph3-Ia.v1^;strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2	-	-	-	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28^	-	-	-	GyrA-83F;GyrA-87A;ParC-80I	-	-	ST15	1	1	1	1	1	1	1	16	12	4	3	3	35	50	3	10	23	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217034	Klebsiella variicola subsp. variicola	strong	62	746474	2147489	5539379	no	-	ST2362	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	-	KL21	K21	*	Very high	97.40%		O3/O3a	O3/O3a	none	Very high	98.74%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-13	-	-	-	-	-	-	ST2362	45	18	21	49	155	17	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217035	Klebsiella pneumoniae	strong	87	317928	660880	5412647	no	-	ST48	1	1	5	5	ybt 10; ICEKp4	377-2LV	-	0	-	0	-	0	-	0	-	wzi167	KL124	unknown (KL124)	?	Good	99.62%		O1/O2v1	O1ab	none	Very high	98.28%		aadA1.v1^	-	-	-	-	-	catA1^	-	sul1	-	-	dfrA1.v2	-	-	CTX-M-15	-	-	SHV-11^	35Q	-	-	-	-	-	ST48	2	5	2	2	7	1	10	3	12	133	3	14	325	216	3	15	8	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217036	Klebsiella variicola subsp. variicola	strong	569	415053	819226	5655553	no	-	ST3931	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi210	KL103	unknown (KL103)	none	Very high	99.93%		O3/O3a	O3/O3a	none	Very high	99.26%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	LEN-21*	-	-	-	-	-	-	ST3931	16	18	21	38	39	17	67	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217037	Klebsiella pneumoniae	strong	1239	26921	138165	6428577	no	-	ST461	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi356	KL117	unknown (KL117)	none	Very high	99.56%		O4	O4	none	Very high	99.91%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	OmpK36-49%	-	-	-	-	ST461	3	1	13	34	63	1	64	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217038	Klebsiella pneumoniae	strong	85	350713	549469	5656419	no	-	ST35	1	1	6	7	ybt 16; ICEKp12	287-1LV	-	0	-	0	-	0	-	0	-	wzi2	KL2	K2	?-	Good	99.74%	KL2_13	O1/O2v1	O1ab	none	Very high	99.99%		aadA	-	-	-	-	-	catA1^	-	sul1	tet(A).v1	-	dfrA1.v2	-	-	CTX-M-15;TEM-169^	-	-	-	-	-	-	-	-	SHV-129?-77%	ST35	2	1	2	1	10	1	19	6	15	5	4	11	239	371	2	11	4	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217040	Klebsiella pneumoniae	strong	74	441829	994545	5398978	no	-	ST107	0	0	0	0	-	0	-	0	-	0	-	0	-	0	-	wzi74	KL103	unknown (KL103)	*	Very high	96.71%		O1/O2v1	O1ab	none	Very high	97.73%		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-1^	-	-	-	-	-	-	ST107	2	1	2	17	27	1	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217041	Klebsiella pneumoniae	strong	117	350347	736030	5754694	no	-	ST101	1	2	10	19	ybt 9; ICEKp3	183	-	0	-	0	-	0	-	0	-	wzi137	KL17	K17	?	Good	99.99%		O1/O2v1	O1ab	none	Very high	98.02%		aac(3)-IIa.v1^;aac(6')-Ib'.v1;aadA*;aph(3')-VI;strA.v1^;strB.v1	-	-	qnrS1	-	ereA2;ereB	CatB4.v1?;catA1*	arr-2	sul1;sul2	-	-	dfrA5	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	NDM-1	SHV-1^	-	OmpK35-25%	-	GyrA-83Y;GyrA-87G;ParC-80I	OXA-9.v1*-42%;tet(A).v1*-3%	-	ST101	2	6	1	5	4	1	6	5	11	6	5	1	25	37	9	5	5	11	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217045	Klebsiella pneumoniae	strong	84	339100	817080	5486498	no	-	ST323	0	1	5	6	-	0	-	0	-	0	-	0	-	0	-	wzi262	KL21	K21	none	Very high	99.97%		O3b	O3b	none	Very high	99.18%		strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2*	-	-	dfrA14.v2*	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	OmpK36-34%	-	-	fosA7*-15%;qnrB1.v1*-20%	-	ST323	2	1	1	1	9	1	93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217050	Klebsiella pneumoniae	strong	565	349154	1326033	5786306	no	-	ST323	0	1	5	6	-	0	-	0	-	0	-	0	-	0	-	wzi262	KL21	K21	none	Very high	99.98%		O3b	O3b	none	Very high	99.20%		strA.v1^;strB.v1	-	-	-	-	-	-	-	sul2*	-	-	dfrA14.v2*	TEM-1D.v1^	-	CTX-M-15	-	-	SHV-1^	-	OmpK36-34%	-	-	fosA7*-15%;qnrB1.v1*-20%	-	ST323	2	1	1	1	9	1	93	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ybtP_112*-0%
ERR1217053	Klebsiella pneumoniae	strong	120	304367	531819	5495235	no	-	ST39	0	0	1	1	-	0	-	0	-	0	-	0	-	0	-	wzi83	KL23	K23	none	Very high	99.92%		O1/O2v2	O1ab	none	Very high	98.49%		-	-	-	qnrS1	-	-	-	-	-	-	-	-	-	-	-	-	-	SHV-11^	35Q	-	-	-	-	-	ST39	2	1	2	4	9	1	14	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
ERR1217054	Klebsiella pneumoniae	strong	107	302510	907465	5481852	no	-	ST307	1	1	7	11	ybt 10; ICEKp4	384	-	0	-	0	-	0	-	0	-	wzi173	KL102	unknown (KL102)	none	Very high	99.27%		O1/O2v2	O2afg	none	Very high	98.45%		aac(3)-IIa.v1^;aac(6')-Ib-cr.v2;strA.v1^;strB.v1	-	-	qnrB1.v2^	-	-	CatB4.v1?	-	-	tet(A).v1	-	dfrA14.v2*	OXA-1;TEM-1D.v1^	-	CTX-M-15	-	-	SHV-28^	-	OmpK35-21%	-	GyrA-83I;ParC-80I	-	sul2?-61%	ST307	4	1	2	52	1	1	7	16	12	4	3	3	61	54	3	10	9	39	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
